Data Bencana;;;;;;;;;;;;;;;
No.;Kode Identitas Bencana;ID Kabupaten;Tanggal Kejadian;Kejadian;Lokasi;Kabupaten;Provinsi;Kronologi & Dokumentasi;Penyebab;Meninggal;Hilang;Terluka;Rumah Rusak;Rumah Terendam;Fasum Rusak
6417;1601 101 2022 02 01 1;1601;01/02/22;BANJIR;Kec. Baturaja Timur Desa Air Paoh Desa Tanjung Baru Kelurahan Kemalaraja Kelurahan Sukaraya Kelurahan Sekarjaya Kec. Baturaja Barat  Kelurahan Talang Jawa Kelurahan Batukuning;OGAN KOMERING ULU;SUMATERA SELATAN;Dokumentasi; Dipicu hujan dengan intensitas intensitas sangat lebat dengan durasi waktu cukup lama serta tersumbatnya beberapa drainase;;;;0;500;0
6418;3201 105 2022 02 01 1;3201;01/02/22;PUTING BELIUNG;Kec. Ciawi Ds. Citapen Ds. Banjarwangi Ds. Teluk Pinang;BOGOR;JAWA BARAT;Dokumentasi; Dipicu curah hujan dengan intensitas tinggi disertai angin kencang;;;;15;;0
6419;1603 101 2022 02 01 1;1603;01/02/22;BANJIR;Kec. Muara Enim Kelurahan Air Lintang;MUARA ENIM;SUMATERA SELATAN;Dokumentasi; Dipicu hujan dengan intensitas tinggi;;;;0;13;0
6420;7303 105 2022 02 01 1;7303;01/02/22;PUTING BELIUNG;Kec. Pa’jukukang Ds. Pa’jukukang;BANTAENG;SULAWESI SELATAN;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin puting beliung;;;;39;;6
6421;1278 102 2022 02 01 1;1278;01/02/22;TANAH LONGSOR;Kec. Gunungsitoli Utara Ds. Lasara Sowu (Galian Tipe C);KOTA GUNUNG SITOLI;SUMATERA UTARA;Dokumentasi; Akibat penambangan batu manual oleh masyarakat setempat;1;;;0;;0
6422;1804 105 2022 02 01 1;1804;01/02/22;PUTING BELIUNG;Kec. Raman Ds. Raman Aji;LAMPUNG TIMUR;LAMPUNG;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin puting beliung;;;;1;;3
6423;3310 105 2022 02 01 1;3310;01/02/22;PUTING BELIUNG;Kec. Kebonarum  Kec. Karangnongko  Kec. Jogonalan  Kec. Jatinom  Kec. Delangu  Kec. Kemalang;KLATEN;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas s lebat dan disertai angin kencang. Kejadian tersebut menyebabkan banyak pohon tumbang dan berdampak merusakan beberapa properti / rumah warga;;;2;20;;0
6424;1375 101 2022 02 01 1;1375;01/02/22;BANJIR;Kec. Guguk Panjang Kel. Tarok Dipo Kel. Pulai Anak Aia  Kel. Birugo Kel. Aur Tajungkang Tengah Sawah Kel Kubu Gulai Bancah;KOTA BUKITTINGGI;SUMATERA BARAT;Dokumentasi; Dipicu hujan dengan intensitas tinggi secara terus menerus selama 1.5 jam yang mengakibatkan banjir di beberapa titik dengan ketinggian air sekitar 60 cm/ selutut orang dewasa dan kondisi tanah yang labil;;;;0;96;0
6425;1310 101 2022 02 01 1;1310;01/02/22;BANJIR;Kec. KPGD Ds. Pakan Rabaa Timur Ds. Batang Lolo Persiapan Kec. Sungai Pagu Ds. Pasar Muara Labuh;SOLOK SELATAN;SUMATERA BARAT;Dokumentasi; Dipicu hujan dengan intensitas tinggi mengakibat terjadinya longsor dan meluapnya sungai Batang Suliti;;;;0;60;1
6426;3301 105 2022 02 01 1;3301;01/02/22;PUTING BELIUNG;Kec. Majenang Ds. sindangsari;CILACAP;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas tinggi yang disertai angin kencang;;;;0;;0
6427;3309 105 2022 02 01 1;3309;01/02/22;PUTING BELIUNG;Kec. Klego Ds. Sangge;BOYOLALI;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angina mengakibatkan atap rumah Bapak Junaidi mengalami kerusakan karena tidak kuat menahan derasnya air hujan dan angina. Keluarga Bapak Junaidi sempat menyelamatkan diri sehingga bias keluar rumah saat atap rumahnya akan runtuh.;;;;1;;0
6428;1801 105 2022 02 01 1;1801;01/02/22;PUTING BELIUNG;Kec. Sekincau Ds. Giham Sukamaju;LAMPUNG BARAT;LAMPUNG;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;16;;0
6429;3522 101 2022 02 01 1;3522;01/02/22;BANJIR;Kec. Gondang Ds. Gondang;BOJONEGORO;JAWA TIMUR;Dokumentasi; Dipicu hujan dengan intensitas tinggi mengakibatkan meluapnya air sungai Pacal dan sungai Gandong;;;;0;96;0
6430;1117 107 2022 02 01 1;1117;01/02/22;KEBAKARAN HUTAN DAN LAHAN;Kec. Pintu Rime Gayo Ds. Ali-Ali;BENER MERIAH;ACEH;Dokumentasi; Masih dalam penyelidikan;;;;0;;0
6431;3374 105 2022 02 01 1;3374;01/02/22;PUTING BELIUNG;Kec. Tembalang Kel. Tandang;KOTA SEMARANG;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;1;;0
6432;3328 102 2022 02 01 1;3328;01/02/22;TANAH LONGSOR;Kec. Bumijawa Ds. Carul;TEGAL;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil;;;1;1;;0
6433;1174 107 2022 02 01 1;1174;01/02/22;KEBAKARAN HUTAN DAN LAHAN;Kec. Muara Satu Ds. Paloh;KOTA LHOKSEUMAWE;ACEH;Dokumentasi; Akibat Pembebasan Lahan yang di lakukan masyarakat sekitar dan api menjalar mendekati pemukiman warga;;;;0;;0
6434;3328 101 2022 02 01 1;3328;01/02/22;BANJIR;Kec. Margasari  Kec. Kramat  Kec. Balapulang;TEGAL;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas lebat di Wilayah Kabupaten Tegal mengakibatkan beberapa titik Kabupaten Tegal terdampak banjir;;;;0;100;1
6435;6106 107 2022 01 031 1;6106;31/01/22;KEBAKARAN HUTAN DAN LAHAN;Kec. Matan Hilir Selatan Ds. Sungai Pelang Ds. Sungai Bakau Ds. Harapan Baru Ds. Sungai Besar Ds. Pematang Gadung Ds. Sungai Nanjung;KETAPANG;KALIMANTAN BARAT;Dokumentasi; Diduga karena rendahnya curah hujan di Kab. Ketapang;;;;0;;0
6436;3310 105 2022 01 031 1;3310;31/01/22;PUTING BELIUNG;Kec. Kebonarum Kec. Karangnongko Kec. Jogonalan Kec. Jatinom Kec. Kemalang;KLATEN;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;2;16;;0
6437;3329 102 2022 01 031 1;3329;31/01/22;TANAH LONGSOR;Kec. Paguyangan Ds. Ragatunjung;BREBES;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas sedang hingga tinggi di wilayah Bumiayu, Paguyangan, Sirampog dan sekitarnya. Sehingga menyebabkan longsor talud penahan tebing jalan poros Kabupaten ruas Ragatunjung - kretek di dukuh Cirumyang, Ragatunjung.;;;;0;;0
6438;3505 105 2022 01 031 1;3505;31/01/22;PUTING BELIUNG;Kec. Talun Kel. kaweron Kel. Bajang Kec. Wlingi Kel. Tangkil Kel. Wlingi Kel. Beru Ds. Tembalang;BLITAR;JAWA TIMUR;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;3;;0
6439;3301 102 2022 01 031 1;3301;31/01/22;TANAH LONGSOR;Kec. Cimanggu Ds. Cisalak;CILACAP;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan  intensitas Tinggi dari pukul 15.00 s/d 16.30 wib (1 jam 30 menit) (mengingat peringatan dini dari BMKG per hari Minggu 29 Januari 2022), serta struktur tanah labil terguyur air.;;;;0;;0
6440;6303 105 2022 01 031 1;6303;31/01/22;PUTING BELIUNG;Kec. Karang Intan Ds. Padang Panjang;BANJAR;KALIMANTAN SELATAN;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;4;;0
6441;3202 105 2022 01 031 1;3202;31/01/22;PUTING BELIUNG;Kec. Cisolok Ds. Cicadas Kp. Pasir Talaga;SUKABUMI;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang sehingga mengakibatkan pohon tumbang dan menimpa rumah di dekatnya pada hari Senin, 31 Januari 2022, Pkl. 15:30 WIB;;;;10;;0
6442;3524 101 2022 01 031 1;3524;31/01/22;BANJIR;Kec. Karangbinangun Ds. Waruk Ds. Sukorejo Ds. Somowinangun Ds. Karanganom Ds. Blawi Ds. Putatbangah Ds. Baranggayam Ds. Pendowolimo Ds. Ketapangtelu Kec. Glagah Ds. Soko Ds. Morocalan Ds. Rayunggumuk Ds. Pasi Ds. Margoanyar Ds. Mendogo Ds. Menganti Ds. Began Kec. Deket Ds. Weduni Ds. Tukerto Ds. Sidomulyo Ds. Laladan Ds. Dinoyo Kec. Kalitengah Ds. Pucangro Ds. Pucangtelu Ds. Somosari Ds. Jelakcatur Ds. Lukrejo Ds. Tiwet Ds. Blajo Ds. Gambuhan Ds. Bojoasri Kec. Turi Ds. Putat kumpul Ds. Kemlagilor Ds. Gedongboyountung Ds. Bambang Ds. Pomahanjanggan Ds. Kepudibener Kec. Karanggeneng Ds. Kalanganyar Ds. Kendalkemlagi Ds. Banjarmadu Ds. Sungelebak Kec. Babat Ds. Babat Ds. Banaran Ds. Bedahan Ds. Plaosan Kec. Pucuk Ds. Wanar Ds. Pucuk Ds. Kesambi Ds. Warukulon Ds. Kedali Ds. Sumberjo Ds. Tanggungan Ds. Karangtinggil Ds. Plososetro Ds. Paji Ds. Babatkumpul Ds. Cungkup Ds. Ngambeg Ds. Padenganploso Ds. Bogoharjo Kec. Kedungpring Ds. Mojodadi Ds. Gunungrejo Ds. Jatidrojog Ds. Kradenanrejo;LAMONGAN;JAWA TIMUR;Dokumentasi; Dipicu hujan dengan intensitas tinggi mengakibatkan debit air meningkat sehingga menyebabkan di Sungai Bengawan Njero meluap;;;;0;4966;0
6443;3208 102 2022 01 031 1;3208;31/01/22;TANAH LONGSOR;Kec. Garawangi Ds. Cirukem Ds. Kadatuan Kec. Ciniru Ds. Longkewang Ds. Mugkaldatar Ds. Rambatan;KUNINGAN;JAWA BARAT;Dokumentasi; Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil;;;;0;;6
6444;3203 101 2022 01 031 1;3203;31/01/22;BANJIR;Kec. Campakamulya   Ds. Campakamulya Dsn. Cigelam Kp. Cigaruguy;CIANJUR;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi;;;;0;12;0
6445;3279 105 2022 01 031 1;3279;31/01/22;PUTING BELIUNG;Kec. Langensari Ds. Bojong Kantong Ds. Rejasari Ds. Kujangsari Ds. Waringinsari;KOTA BANJAR;JAWA BARAT;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai dengan angin kencang;1;;;99;;3
6446;3301 105 2022 01 031 1;3301;31/01/22;PUTING BELIUNG;Kec. Gandrumangu Ds. Rungkang Dsn. Rungkang;CILACAP;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas tinggi dan langit gelap kemudian turun hujan dengan intensitas tinggi dan disertai dengan angin kencang yang menyebabkan pohon pohon di wilayah tersebut tumbang dan menimpa rumah penduduk;;;;2;;0
6447;5104 102 2022 01 030 1;5104;30/01/22;TANAH LONGSOR;Kec. Tampaksiring Ds. Tampaksiring;GIANYAR;BALI;Dokumentasi; Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil;;;;0;;0
6448;3209 101 2022 01 030 1;3209;30/01/22;BANJIR;Kec. Lemahabang Ds. Lemahabang Ds. Tuk Karangsuwung Ds. Sigong;CIREBON;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas sedang hingga lebat dan berangsur lama sehingga menyebabkan meluapnya sungai Singaraja pada hari Minggu, 30 Januari 2022, Pkl. 17:00 WIB;;;;0;209;0
6449;1613 105 2022 01 030 1;1613;30/01/22;PUTING BELIUNG;Kec.  Karang Jaya  Kel. Karang Jaya;MUSI RAWAS UTARA;SUMATERA SELATAN;Dokumentasi; Cuaca Ekstrem dan angin kencang;;;1;58;;0
6450;3208 102 2022 01 030 1;3208;30/01/22;TANAH LONGSOR;Kec. Ciwaru Ds. Sagaranten;KUNINGAN;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil;;;;3;;0
6451;1904 107 2022 01 030 1;1904;30/01/22;KEBAKARAN HUTAN DAN LAHAN;Dusun Pal. 4 Desa Penyak Kec. Koba;BANGKA TENGAH;KEPULAUAN BANGKA BELITUNG;Dokumentasi;;;;;0;;0
6452;3206 102 2022 01 030 1;3206;30/01/22;TANAH LONGSOR;Kec. Salawu Ds. Sukarasa;TASIKMALAYA;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil;;;;0;;0
6453;1174 107 2022 01 030 1;1174;30/01/22;KEBAKARAN HUTAN DAN LAHAN;Kec. Muara Satu Gp. Padang Sakti;KOTA LHOKSEUMAWE;ACEH;Dokumentasi;Akibat panas matahari dan pembebasan lahan;;;;0;;0
6454;3215 105 2022 01 030 1;3215;30/01/22;PUTING BELIUNG;Kec. Klari Ds. Cimahi;KARAWANG;JAWA BARAT;Dokumentasi;Dipicu hujan disertai angin;;;1;0;;0
6455;1104 105 2022 01 030 1;1104;30/01/22;PUTING BELIUNG;Kec. Badar Ds. deleng megakhe;ACEH TENGGARA;ACEH;Dokumentasi;Dipicu cuaca ekstrim angin puting beliung pada hari minggu 30 januari 2022 pukul 17:45 wib;;;;4;;0
6456;6205 107 2022 01 030 1;6205;30/01/22;KEBAKARAN HUTAN DAN LAHAN;Kec.Teweh Tengah  Ds. Pendreh;BARITO UTARA;KALIMANTAN TENGAH;Dokumentasi; Masih dalam penyelidikan yang berwenang;;;;0;;0
6457;3515 105 2022 01 030 1;3515;30/01/22;PUTING BELIUNG;Kec. Krian  Desa Tambakkemeraan Desa Gamping Desa Jeruk Gamping Kec. Gedangan Raya Sawotratap Gedangan (Aloha) Desa Semambung  Kec.Sedati Griya Juanda Sedati;SIDOARJO;JAWA TIMUR;Dokumentasi;Dipicu hujan disertai Angin kencang terjadi pada hari Minggu, 30 Januari 2022 pukul 16.00 WIB;;;;12;;1
6458;1308 105 2022 01 030 1;1308;30/01/22;PUTING BELIUNG;Kec. Akabiluru Ng. Koto Tangah Batu Hampar;LIMA PULUH KOTA;SUMATERA BARAT;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;7;;0
6459;3202 102 2022 01 030 1;3202;30/01/22;TANAH LONGSOR;Kec. Cikidang Ds. Mekarnangka Dsn. Sukasirna;SUKABUMI;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil;;;;5;;0
6460;3279 105 2022 01 030 1;3279;30/01/22;PUTING BELIUNG;Kec. Langensari Ds. Bojongkantong;KOTA BANJAR;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin puting beliung;;;;1;;0
6461;3329 102 2022 01 030 1;3329;30/01/22;TANAH LONGSOR;Kec.  Paguyangan Ds. Ragatunjung;BREBES;JAWA TENGAH;Dokumentasi;hujan dengan intensitas sedang hingga tinggi.;;;;0;;0
6462;3327 105 2022 01 030 1;3327;30/01/22;PUTING BELIUNG;Kec. Taman    Ds. Jrakah Dukuh Karangsepuh;PEMALANG;JAWA TENGAH;Dokumentasi;Dipicu hujan disertai angin kencang yang mengakibatkan  pohon tumbang menutup akses jalan utama menuju Desa Gondang;;;;19;;0
6463;3301 102 2022 01 029 1;3301;29/01/22;TANAH LONGSOR;Kec. Wanareja Ds. Bantar;CILACAP;JAWA TENGAH;Dokumentasi;Dipicu hujan sedang pada hari Sabtu, 29 Januari 2022  dari pkl. 16.00 wib s/d sekarang yang mengakibatkan tanah longsor dan menutup akses jalan desa Dsn Sidamulya terisolir;;;;0;;0
6464;1904 107 2022 01 029 1;1904;29/01/22;KEBAKARAN HUTAN DAN LAHAN;Kel. Berok Rt. 12 Kec. Koba;BANGKA TENGAH;KEPULAUAN BANGKA BELITUNG;Dokumentasi;;;;;0;;0
6465;7207 101 2022 01 029 1;7207;29/01/22;BANJIR;Kec. Momunu  Ds. Suraya;BUOL;SULAWESI TENGAH;Dokumentasi;Dipicu oleh hujan dengan intensitas tinggi pada pukul 18.30 wita sampai pukul 23.00 wita Dan banjir mulai memasuki rumah warga pada pukul 02.30 Wita;;;;0;53;0
6466;3206 105 2022 01 029 1;3206;29/01/22;PUTING BELIUNG;Kec. Manonjaya Ds. Cihaur;TASIKMALAYA;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin puting beliung;;;;30;;0
6467;3320 105 2022 01 029 1;3320;29/01/22;PUTING BELIUNG;Kec. Kembang Ds. Kaliaman Kec. Bangsri Ds. Bondo;JEPARA;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas tinggi yang disertai angin kencang;;;;31;;0
6468;3301 102 2022 01 028 1;3301;28/01/22;TANAH LONGSOR;Kec. Karangpucung Ds. Pamulihan;CILACAP;JAWA TENGAH;Dokumentasi; Dipicu hujan dengan intensitas tinggi;;;;0;;0
6469;3525 105 2022 01 028 1;3525;28/01/22;PUTING BELIUNG;Kec. Driyorejo Ds. Wedoroanom;GRESIK;JAWA TIMUR;Dokumentasi;dipicu akibat hujan dengan intensitas lebat disertai angin kencang di wilayah Kab. Gresik yang menyebabkan pohon tumbang dan berdampak rumah rusak;;;;0;;0
6470;3302 101 2022 01 028 1;3302;28/01/22;BANJIR;Kec. Kebasen  Ds. Sawangan  Kec. Patikraja Ds. Sawangan;BANYUMAS;JAWA TENGAH;Dokumentasi;Hujan dengan intensitas tinggi dan durasi yang cukup lama;;;;0;8;0
6471;3505 105 2022 01 028 1;3505;28/01/22;PUTING BELIUNG;Kec. Wonodadi Ds. Kolomayan Ds. Kebonagung;BLITAR;JAWA TIMUR;Dokumentasi;dipicu hujan Lebat disertai Angin Kencang di wilayah Kab. Blitar sehingga menyebabkan pohon tumbang dan rumah rusak;;;;7;;1
6472;3509 101 2022 01 028 1;3509;28/01/22;BANJIR;Kec. Kalisat Ds. Glagawero Ds. Ajung Ds. Plalangan  Kec. Pakusari Ds. Pakusar Kec. Panti Ds. Pakis Kec. Ledokombo Ds. Sumberanget;JEMBER;JAWA TIMUR;Dokumentasi;Hujan intensitas sedang hingga lebat mengakibatkan , meningkatkan debit air sungai dan saluran irigasi  di wilayah Kec.Panti, Kec .Sukorambi , dan Kec. Kalisat. Pkl 16.42 wib air meluap ke pemukiman warga dan Akses jalan raya dari Saluran irigasi, akibat tidak menampung debit air  dengan ketinggian air ± 30 - 80 cm.;;;;1;31;0
6473;6501 101 2022 01 028 1;6501;28/01/22;BANJIR;Kec. Malinau Kota Ds. pelita Kanaan. Ds. Tanjung Belimbing Ds. Malinau kota Kec. Mentarang Ds. Long liku Ds. Paking Ds. Pulau Sapi Ds. Mentarang baru Ds. Singai Terang Ds. Longbisai Kec.Malinau Utara Ds. Respen Tubu  Ds. Malinau seberang Kec.Malinau Barat Ds. kuala Lapang Ds. Tanjung Lapang Kec. Mentarang Hulu Ds. Lung Pala Kec. Malinau Ds. Malinau;MALINAU;KALIMANTAN UTARA;Dokumentasi;Dipicu curah hujan yang tinggi sehingga meluap nya sungai Kayan dan sungai Mentarang, Sungai Malinau,Sungai Sesayap dan sungai sembuak;;;;0;1814;0
6474;7207 101 2022 01 028 1;7207;28/01/22;BANJIR;Kec. Momunu Ds. Suraya;BUOL;SULAWESI TENGAH;Dokumentasi;Hujan deras dengan durasi lama;;;;0;53;0
6475;3509 102 2022 01 028 1;3509;28/01/22;TANAH LONGSOR;Kec. Ledokombo Ds. Sumberanget;JEMBER;JAWA TIMUR;Dokumentasi;dipicu akibat hujan dengan intensitas lebat dan tanah labil sehingga menyebabkan longsor;;;;1;;0
6476;7174 101 2022 01 028 1;7174;28/01/22;BANJIR;Kec. Kotamobagu Utara;KOTA KOTAMOBAGU;SULAWESI UTARA;Dokumentasi;Banjir dikarenakan luapan air dan dinding penahan drainase jebol;;;;0;1;0
6477;3278 105 2022 01 028 1;3278;28/01/22;PUTING BELIUNG;Kec. Cibeureum Kel. Ciakar;KOTA TASIKMALAYA;JAWA BARAT;Dokumentasi;Dipicu hujan yang disertai angin kencang;;;;2;;0
6478;3302 102 2022 01 027 1;3302;27/01/22;TANAH LONGSOR;Kec. Rowo Kele Ds. Giyanti;BANYUMAS;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas tinggi;;;;2;;0
6479;6201 107 2022 01 027 1;6201;27/01/22;KEBAKARAN HUTAN DAN LAHAN;Kec. Arut Selatan Kel. Baru;KOTAWARINGIN BARAT;KALIMANTAN TENGAH;Dokumentasi;masih dalam penyelidikan pihak berwenang;;;;0;;0
6480;6309 102 2022 01 027 1;6309;27/01/22;TANAH LONGSOR;Kec. Murung Pudak Kel. Belimbing Raya;TABALONG;KALIMANTAN SELATAN;Dokumentasi;Dipicu hujan dengan intensitas tinggi yang mengakibatkan pengikisan tanah di pinggir sungai;;;;2;;0
6481;7325 105 2022 01 027 1;7325;27/01/22;PUTING BELIUNG;Kec. Towuti  Ds Lioka Ds Wawondula Ds Asuli Ds Langkea Raya Ds Baruga Ds Matompi;LUWU TIMUR;SULAWESI SELATAN;Dokumentasi;Hujan lebat disertai angin kencang dan petir;;;;65;;5
6482;8272 101 2022 01 027 1;8272;27/01/22;BANJIR;Kec. Oba Utara Ds. Gusale Puncak;KOTA TIDORE KEPULAUAN;MALUKU UTARA;Dokumentasi;Dipicu hujan dengan intensitas tinggi di wilayah Kota Tidore;;;;0;21;0
6483;3309 101 2022 01 027 1;3309;27/01/22;BANJIR;Kec. Kemusu Ds. Klower;BOYOLALI;JAWA TENGAH;Dokumentasi;dipicu akibat hujan dengan intensitas lebat yang terjadi di wilayah Kab. Boyolali dan mengakibatkan banjir bandang yang merusak SMAN 1 Kemusu;;;;0;;1
6484;3404 105 2022 01 026 1;3404;26/01/22;PUTING BELIUNG;Kec. Turi Kec. Tempel Kec. Pakem Kec. Sleman Kec. Ngemplak;SLEMAN;DI YOGYAKARTA;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang yang terjadi di Kab. Sleman dan menyebabkan pohon tumbang dan menimpa rumah warga dan menutup badan jalan;;;;20;;0
6485;3509 105 2022 01 026 1;3509;26/01/22;PUTING BELIUNG;Kec. Kalisat Ds. Glagah Wero;JEMBER;JAWA TIMUR;Dokumentasi;Dipicu angin kencang disertai hujan lebat yang terjadi di wilayah Kec. Kalisat yang menyebabkan beberapa unit rumah mengalami kerusakan;;;;6;;0
6486;3510 105 2022 01 026 1;3510;26/01/22;PUTING BELIUNG;Kec. Rogojampi  Ds. Pengatigan Ds. Rogojampi Kec.  Banyuwangi Kel. Sobo Kel. Tukangkayu Kel. Karangrejo Kec. Kabat Ds. Kebayunan Ds. Labanasem Kec. Srono Ds. Parikatahkulo;BANYUWANGI;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang di wilayah Kab. Banyuwangi dan menyebabkan pohon tumbang;;;;2;;0
6487;3328 102 2022 01 026 1;3328;26/01/22;TANAH LONGSOR;Kec. Bunijaya Ds. Begawat;TEGAL;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas tinggi;;;;0;;0
6488;3320 105 2022 01 026 1;3320;26/01/22;PUTING BELIUNG;Kec. Bangsri Ds. Srikandang Kec. Donorojo Ds. Tulakan;JEPARA;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas hujan yang cukup tinggi disertai angin kencang;;;;31;;1
6489;7174 101 2022 01 026 1;7174;26/01/22;BANJIR;Kec. Kotamobagu Barat Kel. Gogagoman;KOTA KOTAMOBAGU;SULAWESI UTARA;Dokumentasi;Akibat Cuaca ekstrem yang melanda wilayah Kota Kotamobagu dan Kab.Bolaang Mongondow  Upaya :;;;;0;77;0
6490;6504 102 2022 01 026 1;6504;26/01/22;TANAH LONGSOR;Kec. Lumbis Ogong Ds. Tambang Hulu;NUNUKAN;KALIMANTAN UTARA;Dokumentasi;Dipicu intensitas hujan yang tinggi;;;;1;;0
6491;3301 105 2022 01 026 1;3301;26/01/22;PUTING BELIUNG;Kec. Kawunganten Ds. Bojong;CILACAP;JAWA TENGAH;Dokumentasi;Hujan deras dan angin kencang;;;;15;;0
6492;5204 102 2022 01 026 1;5204;26/01/22;TANAH LONGSOR;Kec. Sumbawa Ds. Uma Sima;SUMBAWA;NUSA TENGGARA BARAT;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil;;;1;1;;0
6493;1902 107 2022 01 026 1;1902;26/01/22;KEBAKARAN HUTAN DAN LAHAN;Jl. Raya Tanjung Kelayang Desa Batu Itam Kec. Sijuk;BELITUNG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;;;;;0;;0
6494;3278 105 2022 01 025 1;3278;25/01/22;PUTING BELIUNG;Kec. Mangkubumi Kel. Linggajaya Kel. Sambongjaya Kec. Cihideung Kel. Nagarawangi Kel. Argasari Kel. Tugujaya Kel. Tuguraja Kel. Setiaratu Kec. Cipedes Kel. Nagarasari Kel. Cipedes Kel. Panglayungan Kec. Kawalu Kel. Kersamenak Kec. Tawang Kel. Cikalang Kel. Kahuripan Kec. Cibeureum Kel. Setiaratu;KOTA TASIKMALAYA;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang dan menyebabkan banyak pohon tumbang yang menimpa rumah warga dan menutup badan jalan;;;;34;;0
6495;1801 101 2022 01 025 1;1801;25/01/22;BANJIR;Kec. Way Tenong Ds. Pekon Mutar Alam;LAMPUNG BARAT;LAMPUNG;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;5;0
6496;1804 105 2022 01 025 1;1804;25/01/22;PUTING BELIUNG;Kec. Mataram Baru Ds. Mataram Baru Dusun;LAMPUNG TIMUR;LAMPUNG;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;5;;0
6497;3517 105 2022 01 025 1;3517;25/01/22;PUTING BELIUNG;Kec. Megaluh Ds. Megaluh Ds. Sudimoro Kec. Sumobito Ds. Sumobito;JOMBANG;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;0;;0
6498;3322 102 2022 01 025 1;3322;25/01/22;TANAH LONGSOR;Kec. Ungaran Timur Ds. Leyangan Ds. Lerep Ds. Sidosari Kec. Bergas Ds. Gebugan;SEMARANG;JAWA TENGAH;Dokumentasi;dipicu akibat hujan dengan intensitas lebat disertai angin kencang yang terjadi di wilayah Kab. Semarang menyebabkan pohon tumbang dan longsor yang merusak rumah warga;;;;3;;0
6499;3279 105 2022 01 025 1;3279;25/01/22;PUTING BELIUNG;Kec. Purwaharja Kel. Purwaharja Kec. Banjar Kel. Mekarsari Kel. Banjar Kec. Langensari Kec. Pataruman;KOTA BANJAR;JAWA BARAT;Dokumentasi;Dipicu oleh intensitas hujan yang cukup tinggi disertai angin kencang;;;;59;;0
6500;3328 105 2022 01 025 1;3328;25/01/22;PUTING BELIUNG;Kec. Bojong Ds. Kedawung Ds. Danasari Kec. Jatinegara Ds. Sumbarang;TEGAL;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;8;;0
6501;3509 105 2022 01 025 1;3509;25/01/22;PUTING BELIUNG;Kec. Pakusari Ds. Pakusari;JEMBER;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;1;;0
